X: (Hz),Y: (A)
3.9285e+08,0.000233054
3.92867e+08,0.00025528
3.92883e+08,0.000123323
3.929e+08,0.000177406
3.92917e+08,7.96235e-05
3.92933e+08,0.000171231
3.9295e+08,0.000390641
3.92967e+08,0.000280079
3.92983e+08,0.000187296
3.93e+08,0.00023921
3.93017e+08,0.000389677
3.93033e+08,0.000241342
3.9305e+08,0.000105721
3.93067e+08,0.000102642
3.93083e+08,0.000408267
3.931e+08,0.000587012
3.93117e+08,0.000241677
3.93133e+08,0.000117352
3.9315e+08,8.47557e-05
3.93167e+08,0.00014871
3.93183e+08,4.19879e-05
3.932e+08,0.00022069
3.93217e+08,8.41092e-05
3.93233e+08,0.000152052
3.9325e+08,0.00017157
3.93267e+08,7.34318e-05
3.93283e+08,0.000224549
3.933e+08,0.000279523
3.93317e+08,0.000197329
3.93333e+08,0.000331392
3.9335e+08,0.000321094
3.93367e+08,0.000207029
3.93383e+08,0.000141314
3.934e+08,0.000252354
3.93417e+08,0.000278857
3.93433e+08,0.000322206
3.9345e+08,0.000302439
3.93467e+08,0.000332757
3.93483e+08,0.000466631
3.935e+08,0.000457452
3.93517e+08,0.000232291
3.93533e+08,0.000215216
3.9355e+08,0.000544414
3.93567e+08,0.000397605
3.93583e+08,0.000435218
3.936e+08,0.000296298
3.93617e+08,0.00029233
3.93633e+08,0.000496719
3.9365e+08,0.000591451
3.93667e+08,0.000637873
3.93683e+08,0.000350301
3.937e+08,0.000580098
3.93717e+08,0.000368386
3.93733e+08,0.000112047
3.9375e+08,6.91517e-05
3.93767e+08,0.000103479
3.93783e+08,0.000132963
3.938e+08,0.000334447
3.93817e+08,0.000453168
3.93833e+08,0.000504626
3.9385e+08,0.000466751
3.93867e+08,0.00021379
3.93883e+08,9.20394e-05
3.939e+08,0.000291582
3.93917e+08,0.000194433
3.93933e+08,0.00030579
3.9395e+08,0.000452356
3.93967e+08,0.000172934
3.93983e+08,0.000446462
3.94e+08,0.000432519
3.94017e+08,0.000325488
3.94033e+08,0.000185539
3.9405e+08,0.000274315
3.94067e+08,0.000393766
3.94083e+08,0.000586571
3.941e+08,0.00039034
3.94117e+08,0.000136957
3.94133e+08,0.000374014
3.9415e+08,0.000142644
3.94167e+08,0.000231652
3.94183e+08,0.00029377
3.942e+08,0.000333089
3.94217e+08,0.000123715
3.94233e+08,0.000198985
3.9425e+08,4.82391e-05
3.94267e+08,0.000425593
3.94283e+08,0.00038372
3.943e+08,0.000103063
3.94317e+08,0.000300713
3.94333e+08,0.000451232
3.9435e+08,0.000383199
3.94367e+08,0.00011856
3.94383e+08,9.98539e-05
3.944e+08,0.0002149
3.94417e+08,0.00024372
3.94433e+08,0.000168562
3.9445e+08,5.16623e-05
3.94467e+08,0.000114836
3.94483e+08,0.000246433
3.945e+08,0.000453432
3.94517e+08,0.000485374
3.94533e+08,0.000407062
3.9455e+08,0.000294608
3.94567e+08,0.000169855
3.94583e+08,0.000473823
3.946e+08,0.000344425
3.94617e+08,6.62399e-05
3.94633e+08,0.000115028
3.9465e+08,0.000263548
3.94667e+08,0.000152389
3.94683e+08,0.000257814
3.947e+08,0.000511043
3.94717e+08,0.000318961
3.94733e+08,0.000198984
3.9475e+08,6.07964e-05
3.94767e+08,0.000116799
3.94783e+08,0.000294753
3.948e+08,0.000324753
3.94817e+08,0.000124201
3.94833e+08,0.000169816
3.9485e+08,0.000110781
3.94867e+08,3.67062e-05
3.94883e+08,0.000142143
3.949e+08,1.64032e-05
3.94917e+08,2.76246e-05
3.94933e+08,0.000100251
3.9495e+08,0.000191603
3.94967e+08,0.000165221
3.94983e+08,0.000233329
3.95e+08,0.000267774
3.95017e+08,0.000109362
3.95033e+08,0.000175181
3.9505e+08,0.000164894
3.95067e+08,0.000137431
3.95083e+08,0.000299722
3.951e+08,0.00036523
3.95117e+08,0.000464609
3.95133e+08,0.000419881
3.9515e+08,0.000351659
3.95167e+08,0.000293861
3.95183e+08,0.00019752
3.952e+08,2.25407e-05
3.95217e+08,0.000217325
3.95233e+08,0.000173437
3.9525e+08,0.000162037
3.95267e+08,0.00018751
3.95283e+08,0.000365208
3.953e+08,0.000315814
3.95317e+08,0.000243988
3.95333e+08,0.000431385
3.9535e+08,3.2286e-05
3.95367e+08,0.00029656
3.95383e+08,0.000109845
3.954e+08,0.000138288
3.95417e+08,0.000163206
3.95433e+08,0.000320854
3.9545e+08,0.000132158
3.95467e+08,0.000331215
3.95483e+08,0.000230322
3.955e+08,0.000110974
3.95517e+08,0.000153472
3.95533e+08,0.000118595
3.9555e+08,0.000169855
3.95567e+08,0.000145255
3.95583e+08,0.000196326
3.956e+08,0.000327711
3.95617e+08,0.000208215
3.95633e+08,0.000179945
3.9565e+08,0.000175322
3.95667e+08,0.000369795
3.95683e+08,0.000455725
3.957e+08,0.00029199
3.95717e+08,0.000160202
3.95733e+08,0.000169858
3.9575e+08,0.000147823
3.95767e+08,0.000103422
3.95783e+08,0.000428263
3.958e+08,0.00038759
3.95817e+08,0.000283764
3.95833e+08,0.000260647
3.9585e+08,6.65577e-05
3.95867e+08,0.000249305
3.95883e+08,0.000162069
3.959e+08,0.000428864
3.95917e+08,0.000449629
3.95933e+08,0.000377278
3.9595e+08,0.000108557
3.95967e+08,0.000134867
3.95983e+08,0.000122366
3.96e+08,0.000403566
3.96017e+08,0.000282536
3.96033e+08,0.000382455
3.9605e+08,0.000490057
3.96067e+08,9.17504e-05
3.96083e+08,0.000220722
3.961e+08,0.000169813
3.96117e+08,0.00015524
3.96133e+08,0.000229411
3.9615e+08,0.000118429
3.96167e+08,8.84216e-05
3.96183e+08,0.00016485
3.962e+08,0.000175678
3.96217e+08,0.000274272
3.96233e+08,0.000105554
3.9625e+08,0.000145498
3.96267e+08,0.000332444
3.96283e+08,0.000285168
3.963e+08,0.000307727
3.96317e+08,0.000219646
3.96333e+08,0.000243029
3.9635e+08,0.000364536
3.96367e+08,0.000406448
3.96383e+08,0.000332969
3.964e+08,0.000304931
3.96417e+08,0.00042729
3.96433e+08,0.000262271
3.9645e+08,0.000154718
3.96467e+08,0.000391947
3.96483e+08,0.000478359
3.965e+08,0.000336008
3.96517e+08,0.000276528
3.96533e+08,0.00029296
3.9655e+08,0.000497902
3.96567e+08,0.000227179
3.96583e+08,0.000541203
3.966e+08,0.000305519
3.96617e+08,0.000124842
3.96633e+08,0.000207241
3.9665e+08,0.000320915
3.96667e+08,0.00026827
3.96683e+08,1.80175e-05
3.967e+08,0.000142242
3.96717e+08,0.00030098
3.96733e+08,0.000339192
3.9675e+08,0.000218708
3.96767e+08,0.000275863
3.96783e+08,0.000249881
3.968e+08,0.000125453
3.96817e+08,0.000199374
3.96833e+08,0.000288285
3.9685e+08,0.000397398
3.96867e+08,0.000160349
3.96883e+08,0.000229528
3.969e+08,0.000126971
3.96917e+08,0.00022702
3.96933e+08,0.000196426
3.9695e+08,0.000398941
3.96967e+08,0.00011715
3.96983e+08,0.000224847
3.97e+08,0.000375663
3.97017e+08,0.000243087
3.97033e+08,0.000206612
3.9705e+08,0.000480689
3.97067e+08,0.000205263
3.97083e+08,0.000119294
3.971e+08,0.000175178
3.97117e+08,0.000137404
3.97133e+08,0.00032784
3.9715e+08,0.00050087
3.97167e+08,0.000509336
3.97183e+08,0.000774366
3.972e+08,0.000636248
3.97217e+08,0.000371976
3.97233e+08,0.000522014
3.9725e+08,0.000480228
3.97267e+08,0.00027173
3.97283e+08,0.00029469
3.973e+08,0.000292201
3.97317e+08,0.000389114
3.97333e+08,0.000272882
3.9735e+08,0.000328163
3.97367e+08,0.000318029
3.97383e+08,0.000188714
3.974e+08,0.000240226
3.97417e+08,0.000353843
3.97433e+08,0.000307431
3.9745e+08,6.3872e-05
3.97467e+08,0.000118388
3.97483e+08,0.000335197
3.975e+08,0.000430477
3.97517e+08,0.000304958
3.97533e+08,0.000288488
3.9755e+08,0.000456978
3.97567e+08,0.0003707
3.97583e+08,0.000334152
3.976e+08,0.000407977
3.97617e+08,7.41665e-05
3.97633e+08,0.000133599
3.9765e+08,0.000282302
3.97667e+08,0.00040069
3.97683e+08,0.000180496
3.977e+08,0.000245865
3.97717e+08,0.000143049
3.97733e+08,0.000117969
3.9775e+08,0.000216398
3.97767e+08,0.000271084
3.97783e+08,0.0001905
3.978e+08,0.000240784
3.97817e+08,0.000288883
3.97833e+08,0.000201464
3.9785e+08,7.8237e-05
3.97867e+08,0.000136376
3.97883e+08,0.0001102
3.979e+08,0.00016857
3.97917e+08,0.00028819
3.97933e+08,0.000505259
3.9795e+08,0.000601868
3.97967e+08,0.000591955
3.97983e+08,0.000393275
3.98e+08,0.000108393
3.98017e+08,8.48153e-05
3.98033e+08,0.000109447
3.9805e+08,0.000284078
3.98067e+08,0.000219255
3.98083e+08,0.000308136
3.981e+08,0.000307856
3.98117e+08,0.000102472
3.98133e+08,9.82627e-05
3.9815e+08,0.000212081
3.98167e+08,0.000178496
3.98183e+08,0.000166409
3.982e+08,0.000459942
3.98217e+08,0.000325998
3.98233e+08,0.000214729
3.9825e+08,0.000735736
3.98267e+08,0.000572541
3.98283e+08,7.98566e-05
3.983e+08,0.000403462
3.98317e+08,0.00030816
3.98333e+08,8.11559e-05
3.9835e+08,0.000305358
3.98367e+08,0.000230383
3.98383e+08,8.23346e-05
3.984e+08,0.000254843
3.98417e+08,0.000433328
3.98433e+08,0.000120285
3.9845e+08,0.000229706
3.98467e+08,0.000242151
3.98483e+08,0.000102402
3.985e+08,4.26703e-05
3.98517e+08,1.39764e-05
3.98533e+08,0.000140623
3.9855e+08,6.13101e-05
3.98567e+08,0.000270719
3.98583e+08,5.01159e-05
3.986e+08,0.000235326
3.98617e+08,0.000191113
3.98633e+08,0.000103932
3.9865e+08,0.000197049
3.98667e+08,0.000217996
3.98683e+08,0.00031695
3.987e+08,0.000192403
3.98717e+08,0.000189388
3.98733e+08,0.000169715
3.9875e+08,0.000146
3.98767e+08,5.34801e-05
3.98783e+08,0.000234444
3.988e+08,0.000346745
3.98817e+08,0.000406479
3.98833e+08,0.000456259
3.9885e+08,0.000298064
3.98867e+08,0.000391249
3.98883e+08,0.000517852
3.989e+08,0.000336586
3.98917e+08,0.00018147
3.98933e+08,0.000349356
3.9895e+08,0.000383404
3.98967e+08,0.00013857
3.98983e+08,0.000110705
3.99e+08,3.6444e-05
3.99017e+08,0.000225746
3.99033e+08,0.000304085
3.9905e+08,8.47818e-05
3.99067e+08,0.000380225
3.99083e+08,0.000574061
3.991e+08,0.00020013
3.99117e+08,0.000298984
3.99133e+08,0.000266804
3.9915e+08,4.59811e-05
3.99167e+08,0.000134182
3.99183e+08,0.000215878
3.992e+08,0.000299741
3.99217e+08,0.000324889
3.99233e+08,0.000365107
3.9925e+08,0.000370077
3.99267e+08,0.000248754
3.99283e+08,0.000197279
3.993e+08,0.00040721
3.99317e+08,0.000441041
3.99333e+08,0.000254844
3.9935e+08,0.000111945
3.99367e+08,0.000312252
3.99383e+08,0.00036803
3.994e+08,0.000236095
3.99417e+08,0.000313549
3.99433e+08,0.000416103
3.9945e+08,0.000343649
3.99467e+08,0.000489915
3.99483e+08,0.000414047
3.995e+08,0.00042692
3.99517e+08,0.000441708
3.99533e+08,0.000234832
3.9955e+08,0.000325853
3.99567e+08,0.000274343
3.99583e+08,0.00032218
3.996e+08,0.000295429
3.99617e+08,0.000314911
3.99633e+08,0.000223787
3.9965e+08,0.00026704
3.99667e+08,0.000105568
3.99683e+08,0.00012296
3.997e+08,0.000119961
3.99717e+08,8.5516e-05
3.99733e+08,0.000189848
3.9975e+08,0.00021939
3.99767e+08,8.26869e-05
3.99783e+08,8.24264e-05
3.998e+08,0.000201068
3.99817e+08,0.000223114
3.99833e+08,0.000323246
3.9985e+08,0.000473356
3.99867e+08,0.000311516
3.99883e+08,0.000170233
3.999e+08,0.00023325
3.99917e+08,0.000309806
3.99933e+08,7.13087e-05
3.9995e+08,3.82649e-05
3.99967e+08,0.000273921
3.99983e+08,9.31669e-05
4e+08,0.000109028
4.00017e+08,0.000155612
4.00033e+08,9.3515e-05
4.0005e+08,0.000337915
4.00067e+08,0.000279754
4.00083e+08,7.88616e-05
4.001e+08,9.25833e-05
4.00117e+08,0.000241638
4.00133e+08,0.000150492
4.0015e+08,0.000121642
4.00167e+08,0.000245153
4.00183e+08,0.000377586
4.002e+08,0.000166884
4.00217e+08,0.000158472
4.00233e+08,0.000118927
4.0025e+08,8.57844e-05
4.00267e+08,0.000331193
4.00283e+08,0.00033926
4.003e+08,0.000186808
4.00317e+08,0.0001068
4.00333e+08,0.000239186
4.0035e+08,0.000325922
4.00367e+08,0.000274618
4.00383e+08,0.000346866
4.004e+08,0.000149654
4.00417e+08,0.000477744
4.00433e+08,0.000406721
4.0045e+08,0.000165402
4.00467e+08,0.000213744
4.00483e+08,0.000267379
4.005e+08,0.00013467
4.00517e+08,0.0001654
4.00533e+08,0.000275327
4.0055e+08,0.000574725
4.00567e+08,0.000741849
4.00583e+08,0.000538905
4.006e+08,0.000296545
4.00617e+08,0.000144599
4.00633e+08,0.00013317
4.0065e+08,0.000293357
4.00667e+08,0.000452069
4.00683e+08,0.000180103
4.007e+08,0.000216568
4.00717e+08,0.000226843
4.00733e+08,0.000136801
4.0075e+08,0.000131811
4.00767e+08,0.000274547
4.00783e+08,0.000325094
4.008e+08,0.000175233
4.00817e+08,0.000345434
4.00833e+08,0.00035033
4.0085e+08,0.000156551
4.00867e+08,0.000178007
4.00883e+08,0.000208792
4.009e+08,0.00018102
4.00917e+08,0.000177188
4.00933e+08,0.000134717
4.0095e+08,0.000504723
4.00967e+08,0.000655959
4.00983e+08,0.00020563
4.01e+08,0.000231456
4.01017e+08,0.000230267
4.01033e+08,6.40083e-05
4.0105e+08,0.000284739
4.01067e+08,0.000252375
4.01083e+08,0.000281031
4.011e+08,0.000129341
4.01117e+08,0.00031131
4.01133e+08,0.000399773
4.0115e+08,0.000440799
4.01167e+08,5.312e-05
4.01183e+08,0.000275271
4.012e+08,0.000166961
4.01217e+08,0.000248348
4.01233e+08,0.000304941
4.0125e+08,0.000297805
4.01267e+08,0.000114661
4.01283e+08,2.85541e-05
4.013e+08,0.000247672
4.01317e+08,0.000334104
4.01333e+08,0.000106164
4.0135e+08,0.000302696
4.01367e+08,1.67798e-05
4.01383e+08,0.000186951
4.014e+08,8.02348e-05
4.01417e+08,7.38734e-05
4.01433e+08,0.000191404
4.0145e+08,0.000343546
4.01467e+08,0.000178099
4.01483e+08,0.000190675
4.015e+08,0.000431259
4.01517e+08,0.000198912
4.01533e+08,0.000191722
4.0155e+08,0.000152998
4.01567e+08,0.000109501
4.01583e+08,0.000240279
4.016e+08,7.10389e-05
4.01617e+08,0.000222462
4.01633e+08,8.70875e-05
4.0165e+08,0.000176322
4.01667e+08,9.44194e-05
4.01683e+08,0.000171827
4.017e+08,0.000179468
4.01717e+08,0.000303177
4.01733e+08,0.000140074
4.0175e+08,0.000299157
4.01767e+08,0.000259686
4.01783e+08,0.000113497
4.018e+08,8.06789e-05
4.01817e+08,0.000185849
4.01833e+08,0.000415269
4.0185e+08,0.000272072
4.01867e+08,0.000113804
4.01883e+08,8.70495e-05
4.019e+08,0.000255513
4.01917e+08,0.000185926
4.01933e+08,0.000333439
4.0195e+08,0.000126702
4.01967e+08,0.000321378
4.01983e+08,0.0004347
4.02e+08,0.000575887
4.02017e+08,0.00035269
4.02033e+08,9.66061e-05
4.0205e+08,0.000292468
4.02067e+08,0.000234843
4.02083e+08,9.52244e-05
4.021e+08,0.000176317
4.02117e+08,8.08787e-05
4.02133e+08,0.000407167
4.0215e+08,0.000542438
4.02167e+08,0.00018305
4.02183e+08,0.000262124
4.022e+08,0.000389626
4.02217e+08,0.000505853
4.02233e+08,0.000299159
4.0225e+08,0.00018113
4.02267e+08,4.68719e-05
4.02283e+08,6.5476e-05
4.023e+08,0.00012096
4.02317e+08,0.000191913
4.02333e+08,0.000174995
4.0235e+08,4.88996e-05
4.02367e+08,0.000333732
4.02383e+08,0.000318638
4.024e+08,4.77025e-05
4.02417e+08,0.000146205
4.02433e+08,0.000540305
4.0245e+08,0.00062334
4.02467e+08,0.000497428
4.02483e+08,0.000258478
4.025e+08,0.00014555
4.02517e+08,0.000166073
4.02533e+08,0.000121772
4.0255e+08,0.000537127
4.02567e+08,0.000530548
4.02583e+08,0.000448181
4.026e+08,0.000275876
4.02617e+08,0.00015936
4.02633e+08,0.000358026
4.0265e+08,0.000319143
4.02667e+08,0.000202555
4.02683e+08,0.000186201
4.027e+08,0.000261535
4.02717e+08,0.000235365
4.02733e+08,0.000180346
4.0275e+08,0.000182851
4.02767e+08,0.000205819
4.02783e+08,0.000216195
4.028e+08,0.000359688
4.02817e+08,0.000186225
4.02833e+08,0.000205804
4.0285e+08,0.000333261
4.02867e+08,0.000299201
4.02883e+08,0.000343677
4.029e+08,6.07904e-05
4.02917e+08,0.000222434
4.02933e+08,0.000365209
4.0295e+08,0.000366645
4.02967e+08,6.49556e-05
4.02983e+08,0.000176932
4.03e+08,0.00017598
4.03017e+08,0.000203066
4.03033e+08,0.000300007
4.0305e+08,0.000346831
4.03067e+08,0.000327255
4.03083e+08,0.000297734
4.031e+08,0.000207013
4.03117e+08,0.000165036
4.03133e+08,0.000638828
4.0315e+08,0.000451793
4.03167e+08,0.000176067
4.03183e+08,0.000160433
4.032e+08,0.000201904
4.03217e+08,0.000249524
4.03233e+08,0.000286828
4.0325e+08,0.000121004
4.03267e+08,0.000311235
4.03283e+08,0.000268472
4.033e+08,7.09497e-05
4.03317e+08,0.000203538
4.03333e+08,0.000162368
4.0335e+08,0.000121026
4.03367e+08,0.00038553
4.03383e+08,0.000434508
4.034e+08,0.000279364
4.03417e+08,0.000431065
4.03433e+08,0.000536604
4.0345e+08,0.000286295
4.03467e+08,7.82541e-05
4.03483e+08,5.74082e-05
4.035e+08,0.000115261
4.03517e+08,0.00032655
4.03533e+08,0.000353057
4.0355e+08,0.000276522
4.03567e+08,0.000228454
4.03583e+08,0.000280509
4.036e+08,0.000174728
4.03617e+08,0.000252815
4.03633e+08,0.00034454
4.0365e+08,0.000138825
4.03667e+08,4.58173e-05
4.03683e+08,0.000118901
4.037e+08,0.000380406
4.03717e+08,0.000406893
4.03733e+08,0.000119344
4.0375e+08,0.000196326
4.03767e+08,0.00018159
4.03783e+08,0.000157378
4.038e+08,0.000234716
4.03817e+08,0.000477402
4.03833e+08,0.000636166
4.0385e+08,0.000536957
4.03867e+08,0.000303863
4.03883e+08,0.000219768
4.039e+08,0.000316434
4.03917e+08,0.00017593
4.03933e+08,6.85678e-05
4.0395e+08,9.93899e-05
4.03967e+08,0.000322734
4.03983e+08,0.00059676
4.04e+08,0.000453624
4.04017e+08,0.000418327
4.04033e+08,0.000189039
4.0405e+08,0.000413928
4.04067e+08,0.000461491
4.04083e+08,0.0001765
4.041e+08,0.000243066
4.04117e+08,0.000351427
4.04133e+08,6.7881e-05
4.0415e+08,0.00017183
4.04167e+08,0.000359149
4.04183e+08,0.000508123
4.042e+08,0.000479199
4.04217e+08,0.000424315
4.04233e+08,0.000303219
4.0425e+08,0.000108337
4.04267e+08,0.000265353
4.04283e+08,0.000487329
4.043e+08,0.000130271
4.04317e+08,0.000275331
4.04333e+08,0.000397918
4.0435e+08,0.000348687
4.04367e+08,0.000421759
4.04383e+08,0.000351119
4.044e+08,0.000102724
4.04417e+08,0.000261466
4.04433e+08,9.7089e-05
4.0445e+08,2.24419e-05
4.04467e+08,0.000155365
4.04483e+08,0.00026295
4.045e+08,0.000207714
4.04517e+08,0.000219984
4.04533e+08,5.11826e-05
4.0455e+08,0.000349809
4.04567e+08,0.000647362
4.04583e+08,0.000837459
4.046e+08,0.00057139
4.04617e+08,0.000322606
4.04633e+08,0.000429791
4.0465e+08,0.000368214
4.04667e+08,0.000175853
4.04683e+08,1.3079e-05
4.047e+08,7.31486e-05
4.04717e+08,0.000104996
4.04733e+08,0.000163262
4.0475e+08,6.10631e-06
4.04767e+08,0.000245208
4.04783e+08,0.000474647
4.048e+08,0.000224802
4.04817e+08,0.000133384
4.04833e+08,9.33036e-05
4.0485e+08,0.000170984
4.04867e+08,0.000140477
4.04883e+08,2.94917e-05
4.049e+08,0.000331464
4.04917e+08,0.000274562
4.04933e+08,0.000214931
4.0495e+08,0.0003209
4.04967e+08,0.000311738
4.04983e+08,0.000209822
4.05e+08,0.000238364
4.05017e+08,0.000134034
4.05033e+08,9.63278e-05
4.0505e+08,0.000172638
4.05067e+08,0.000310036
4.05083e+08,0.000282977
4.051e+08,0.000205724
4.05117e+08,0.000257862
4.05133e+08,0.000172311
4.0515e+08,0.000115948
4.05167e+08,0.000177959
4.05183e+08,3.05523e-05
4.052e+08,0.000257116
4.05217e+08,0.000273854
4.05233e+08,0.000273624
4.0525e+08,0.000178004
4.05267e+08,0.00015607
4.05283e+08,0.000213316
4.053e+08,0.000312615
4.05317e+08,0.000222682
4.05333e+08,5.46707e-05
4.0535e+08,0.000138696
4.05367e+08,3.49422e-05
4.05383e+08,0.000355169
4.054e+08,0.000414661
4.05417e+08,0.000466025
4.05433e+08,0.000502727
4.0545e+08,0.000217794
4.05467e+08,0.000178212
4.05483e+08,0.000231943
4.055e+08,0.000511669
4.05517e+08,0.000478278
4.05533e+08,0.000124167
4.0555e+08,0.000349212
4.05567e+08,0.000217829
4.05583e+08,0.000118705
4.056e+08,0.00029403
4.05617e+08,0.000464845
4.05633e+08,0.000329794
4.0565e+08,0.000308361
4.05667e+08,0.00032718
4.05683e+08,0.000397634
4.057e+08,0.000190112
4.05717e+08,9.58789e-05
4.05733e+08,0.000213194
4.0575e+08,0.000116181
4.05767e+08,0.000428984
4.05783e+08,0.000476932
4.058e+08,0.000142093
4.05817e+08,0.000194438
4.05833e+08,0.000300361
4.0585e+08,0.000335212
4.05867e+08,0.000216793
4.05883e+08,0.000252645
4.059e+08,0.000419641
4.05917e+08,0.000468057
4.05933e+08,0.000266194
4.0595e+08,0.00020941
4.05967e+08,0.000208121
4.05983e+08,0.000186277
4.06e+08,0.000198883
4.06017e+08,0.000254475
4.06033e+08,4.68609e-05
4.0605e+08,0.000223379
4.06067e+08,0.000105849
4.06083e+08,0.00014842
4.061e+08,0.000333056
4.06117e+08,0.00030655
4.06133e+08,0.000109722
4.0615e+08,0.000326684
4.06167e+08,0.000424199
4.06183e+08,0.000124813
4.062e+08,0.00024481
4.06217e+08,0.000312564
4.06233e+08,0.000157902
4.0625e+08,0.000260216
4.06267e+08,0.000543981
4.06283e+08,0.000314723
4.063e+08,0.000138739
4.06317e+08,0.000134274
4.06333e+08,0.000265849
4.0635e+08,0.000203331
4.06367e+08,0.000208981
4.06383e+08,0.000212528
4.064e+08,0.00039874
4.06417e+08,0.000346498
4.06433e+08,0.000115266
4.0645e+08,0.000183922
4.06467e+08,0.00030358
4.06483e+08,0.000360809
4.065e+08,0.000221627
4.06517e+08,0.000169247
4.06533e+08,0.000149438
4.0655e+08,0.000407673
4.06567e+08,0.000621466
4.06583e+08,0.000420395
4.066e+08,0.000317724
4.06617e+08,0.000288713
4.06633e+08,0.000304874
4.0665e+08,0.000417776
4.06667e+08,0.000447853
4.06683e+08,0.000309427
4.067e+08,6.79917e-05
4.06717e+08,0.000156737
4.06733e+08,0.000165297
4.0675e+08,0.000265977
4.06767e+08,0.000485753
4.06783e+08,0.000125369
4.068e+08,0.000402671
4.06817e+08,0.000315572
4.06833e+08,0.00017188
4.0685e+08,4.64464e-05
4.06867e+08,4.41633e-05
4.06883e+08,0.00020682
4.069e+08,0.000338504
4.06917e+08,0.000436031
4.06933e+08,0.000478546
4.0695e+08,0.00035756
4.06967e+08,0.000153943
4.06983e+08,4.79405e-05
4.07e+08,0.000296337
4.07017e+08,0.000506093
4.07033e+08,0.000450893
4.0705e+08,0.000335299
4.07067e+08,0.000234568
4.07083e+08,0.000363397
4.071e+08,0.000341788
4.07117e+08,0.000137299
4.07133e+08,0.000162994
4.0715e+08,0.00013483
4.07167e+08,0.000162226
4.07183e+08,0.000439402
4.072e+08,0.000482885
4.07217e+08,0.000171914
4.07233e+08,0.000145128
4.0725e+08,0.000251239
4.07267e+08,9.91517e-05
4.07283e+08,0.000188007
4.073e+08,0.000205003
4.07317e+08,0.000100495
4.07333e+08,0.000192531
4.0735e+08,0.000153804
4.07367e+08,0.000236279
4.07383e+08,0.000113205
4.074e+08,0.000229223
4.07417e+08,6.33815e-05
4.07433e+08,0.000219936
4.0745e+08,9.57552e-05
4.07467e+08,0.000396272
4.07483e+08,0.000512308
4.075e+08,0.000159219
4.07517e+08,0.000335123
4.07533e+08,0.000519121
4.0755e+08,0.000453487
4.07567e+08,0.000399036
4.07583e+08,0.000184427
4.076e+08,0.000173739
4.07617e+08,1.97335e-05
4.07633e+08,0.000222868
4.0765e+08,3.18847e-05
4.07667e+08,0.00025868
4.07683e+08,0.000427882
4.077e+08,0.000393548
4.07717e+08,0.000147402
4.07733e+08,0.000244602
4.0775e+08,0.000440471
4.07767e+08,0.000177947
4.07783e+08,0.000214454
4.078e+08,0.000280599
4.07817e+08,0.00027611
4.07833e+08,0.000278033
4.0785e+08,6.78157e-05
4.07867e+08,0.000202332
4.07883e+08,0.000328157
4.079e+08,0.000538761
4.07917e+08,0.000189186
4.07933e+08,0.000374344
4.0795e+08,0.000308792
4.07967e+08,0.000161584
4.07983e+08,2.4822e-05
4.08e+08,0.000185833
4.08017e+08,0.000275034
4.08033e+08,0.00037859
4.0805e+08,0.000444753
4.08067e+08,0.000395266
4.08083e+08,0.000268129
4.081e+08,0.000168491
4.08117e+08,0.000297389
4.08133e+08,0.000463146
4.0815e+08,0.000200219
4.08167e+08,4.82741e-05
4.08183e+08,3.74216e-05
4.082e+08,0.00012983
4.08217e+08,9.70948e-05
4.08233e+08,0.000197939
4.0825e+08,0.000212562
4.08267e+08,0.000123989
4.08283e+08,0.000215082
4.083e+08,0.000526469
4.08317e+08,0.000644225
4.08333e+08,0.000481258
4.0835e+08,0.00041315
4.08367e+08,0.000193533
4.08383e+08,0.000257314
4.084e+08,0.000152396
4.08417e+08,0.000257667
4.08433e+08,0.000188064
4.0845e+08,3.77637e-05
4.08467e+08,5.63552e-05
4.08483e+08,0.000171433
4.085e+08,0.000222029
4.08517e+08,0.000388258
4.08533e+08,0.000213615
4.0855e+08,0.000201635
4.08567e+08,0.000161468
4.08583e+08,0.000211073
4.086e+08,5.7516e-05
4.08617e+08,8.64705e-05
4.08633e+08,7.13264e-05
4.0865e+08,0.000275069
4.08667e+08,0.000300186
4.08683e+08,0.000342158
4.087e+08,0.000363347
4.08717e+08,0.000160298
4.08733e+08,0.000285992
4.0875e+08,0.000198232
4.08767e+08,0.000107787
4.08783e+08,7.73628e-05
4.088e+08,0.000294482
4.08817e+08,0.000381134
4.08833e+08,0.0003548
4.0885e+08,0.00022746
4.08867e+08,0.000236162
4.08883e+08,0.00022734
4.089e+08,0.000126704
4.08917e+08,0.000314505
4.08933e+08,0.000216807
4.0895e+08,0.000119839
4.08967e+08,0.000227458
4.08983e+08,0.000412757
4.09e+08,0.000469665
4.09017e+08,0.000398911
4.09033e+08,0.000266109
4.0905e+08,0.000222302
4.09067e+08,0.00021361
4.09083e+08,0.000173784
4.091e+08,8.19053e-05
4.09117e+08,0.000237848
4.09133e+08,0.000241207
4.0915e+08,0.000532639
4.09167e+08,0.000707993
4.09183e+08,0.000449536
4.092e+08,0.000254897
4.09217e+08,0.00041923
4.09233e+08,0.000224835
4.0925e+08,5.5624e-05
4.09267e+08,0.000224069
4.09283e+08,0.000166725
4.093e+08,0.000123727
4.09317e+08,0.000179124
4.09333e+08,0.000329317
4.0935e+08,0.000301554
4.09367e+08,0.000244411
4.09383e+08,0.000181652
4.094e+08,2.23235e-05
4.09417e+08,5.68725e-05
